accession	level_1	level_2	S-121	S-122	S-123	S-124	S-125	S-126	S-127	S-128	S-129	S-130	S-131	S-132	S-133	S-134	S-135	S-136	S-137	S-138	S-139	S-140	S-141	S-142	S-143	S-144	S-145	S-146	S-147	S-148	S-149	S-150	S-151	S-152	S-153	S-154	S-155	S-156	S-157	S-158	S-159	S-160	S-161	S-162	S-163	S-164	S-165	S-166	S-167	S-168	S-169	S-170	S-171	S-172	S-173	S-174	S-175	S-176	S-177	S-178	S-179	S-180	S-181	S-182	S-183	S-184	S-185	S-186	S-187	S-188	S-189	S-190	S-191	S-192
1001585.MDS_0083_betC	Organic sulphur transformation	betC	933615.0	829843.0	977295.0	599542.0	924062.0	565102.0	1365941.0	764439.0	684953.0	517940.0	593251.0	728628.0	709305.0	975438.0	763711.0	840416.0	644416.0	1026739.0	1006379.0	743581.0	715442.0	1153821.0	696487.0	560529.0	832011.0	724234.0	819068.0	704895.0	797099.0	615115.0	813274.0	710591.0	689778.0	522070.0	852887.0	732408.0	714392.0	831422.0	941359.0	626977.0	579994.0	1035681.0	918185.0	717881.0	794359.0	816135.0	540829.0	1312861.0	636513.0	820026.0	767881.0	973768.0	748833.0	476441.0	923366.0	441893.0	672415.0	754001.0	881239.0	668198.0	979099.0	588598.0	454396.0	847997.0	624071.0	719221.0	879760.0	926187.0	968028.0	1189151.0	836937.0	844919.0
tvu:AB849_012595_comA	Organic sulphur transformation	comA	44862.0	41235.0	46603.0	26084.0	45654.0	27227.0	64905.0	33182.0	40167.0	30791.0	26265.0	33691.0	31634.0	38605.0	49952.0	53203.0	35993.0	55733.0	46968.0	33322.0	30176.0	47090.0	36509.0	28107.0	39205.0	39415.0	36457.0	32781.0	35936.0	28832.0	36551.0	31992.0	35632.0	28527.0	37085.0	33893.0	29977.0	35225.0	55747.0	41084.0	30614.0	56714.0	37201.0	34747.0	29514.0	37390.0	26440.0	61716.0	29312.0	39902.0	33832.0	45107.0	34770.0	24189.0	40550.0	24529.0	32842.0	42098.0	38664.0	34627.0	42563.0	25388.0	24690.0	53680.0	30275.0	37260.0	37992.0	40308.0	38916.0	46886.0	36655.0	42823.0
tbc:A0O31_01914_comB	Organic sulphur transformation	comB	200813.0	171699.0	194354.0	123682.0	200683.0	119865.0	293267.0	180027.0	179528.0	120562.0	121760.0	146453.0	139928.0	202368.0	205594.0	221880.0	164375.0	242269.0	211947.0	177165.0	128768.0	227631.0	149230.0	110795.0	160058.0	155815.0	165977.0	149953.0	169853.0	124185.0	176721.0	154953.0	171675.0	122504.0	163510.0	143922.0	137293.0	152269.0	252858.0	168624.0	145338.0	227400.0	191734.0	159371.0	144849.0	162810.0	113885.0	232884.0	133458.0	175660.0	149994.0	203385.0	170125.0	113500.0	189162.0	111750.0	160920.0	192129.0	161666.0	136480.0	202522.0	114378.0	114344.0	227775.0	142816.0	173960.0	192044.0	214998.0	183905.0	225467.0	173459.0	179522.0
1003200.AXXA_28320_comC	Organic sulphur transformation	comC	38258.0	32431.0	35579.0	23444.0	35838.0	21141.0	57310.0	28475.0	26982.0	19236.0	23133.0	30755.0	29074.0	35410.0	31615.0	34958.0	21776.0	36580.0	42477.0	28986.0	30470.0	46286.0	23465.0	21154.0	32880.0	25643.0	34551.0	28026.0	31594.0	24541.0	31701.0	28578.0	29140.0	18668.0	36005.0	29922.0	30205.0	32102.0	38624.0	27464.0	21828.0	39827.0	36506.0	26480.0	33674.0	30200.0	19573.0	49199.0	27678.0	32058.0	30125.0	41662.0	30381.0	16878.0	38184.0	16530.0	27641.0	26871.0	38627.0	31328.0	41685.0	24314.0	16611.0	37588.0	22886.0	26716.0	35844.0	36395.0	41778.0	48462.0	32684.0	30316.0
tom:BWR18_06910_comD	Organic sulphur transformation	comD	52243.0	45134.0	56936.0	35601.0	48574.0	31741.0	72033.0	35874.0	32971.0	27273.0	31981.0	44469.0	46349.0	49234.0	35249.0	43704.0	26764.0	53272.0	56578.0	43137.0	43686.0	66107.0	36809.0	30723.0	44666.0	43509.0	50093.0	42913.0	43751.0	32526.0	45658.0	35769.0	35155.0	25941.0	52766.0	42827.0	47143.0	58256.0	48582.0	34457.0	27955.0	56951.0	52685.0	38518.0	50728.0	49064.0	24986.0	70302.0	36303.0	45529.0	44689.0	58044.0	40439.0	27090.0	47273.0	24123.0	33746.0	37351.0	53896.0	39807.0	60524.0	37889.0	20602.0	43921.0	34732.0	37345.0	47990.0	49310.0	59079.0	71748.0	37649.0	45174.0
tom:BWR18_06915_comE	Organic sulphur transformation	comE	85479.0	74643.0	85567.0	60333.0	84243.0	56037.0	127369.0	60059.0	63875.0	52354.0	51578.0	67823.0	70882.0	79467.0	58448.0	77603.0	52312.0	96415.0	94084.0	69407.0	71092.0	99148.0	63926.0	52398.0	75542.0	68092.0	80188.0	68454.0	70663.0	59675.0	77380.0	64301.0	56817.0	45914.0	82766.0	71706.0	71998.0	89505.0	83641.0	62411.0	53592.0	99409.0	84888.0	65256.0	78615.0	78293.0	41538.0	118462.0	58514.0	74290.0	76390.0	97075.0	71854.0	47367.0	82517.0	40260.0	57701.0	69041.0	84440.0	64125.0	98689.0	60644.0	36798.0	80170.0	58567.0	69507.0	76829.0	86468.0	90664.0	107058.0	70262.0	80111.0
taw:EI545_14695_cuyA	Linkages between inorganic and organic sulphur transformation	cuyA	168851.0	156183.0	170088.0	106839.0	173912.0	107727.0	243507.0	138804.0	149002.0	100175.0	109285.0	134479.0	120951.0	166452.0	172344.0	187628.0	134858.0	192924.0	190313.0	134633.0	118677.0	197578.0	127764.0	100616.0	145757.0	132948.0	136750.0	123001.0	136616.0	107456.0	148550.0	128770.0	144020.0	104860.0	149598.0	115632.0	117961.0	126649.0	210385.0	132835.0	122129.0	193835.0	165477.0	133902.0	131217.0	135666.0	102631.0	206189.0	121250.0	161666.0	133157.0	169700.0	136584.0	87192.0	165219.0	85479.0	136157.0	160856.0	151988.0	125970.0	164956.0	101127.0	94982.0	187924.0	117068.0	139315.0	159927.0	167847.0	161822.0	191320.0	150383.0	159625.0
WP_011241938.1_cuyZ	Others	cuyZ	156.0	141.0	114.0	184.0	52.0	43.0	29.0	NA	65.0	NA	NA	NA	NA	34.0	NA	NA	222.0	NA	60.0	40.0	39.0	NA	82.0	NA	44.0	NA	NA	136.0	160.0	238.0	88.0	54.0	262.0	NA	NA	NA	NA	98.0	NA	72.0	NA	NA	58.0	78.0	106.0	NA	71.0	NA	37.0	150.0	NA	274.0	NA	NA	21.0	NA	146.0	190.0	198.0	NA	NA	NA	NA	35.0	NA	77.0	103.0	73.0	NA	73.0	NA	36.0
tab:CIG75_11285_cysA	Others	cysA	1096906.0	932496.0	1106617.0	692847.0	1075937.0	664970.0	1531047.0	895814.0	898857.0	630135.0	689853.0	837490.0	793826.0	1071644.0	1004083.0	1042566.0	830530.0	1251328.0	1210537.0	915500.0	739509.0	1238734.0	797595.0	622198.0	917024.0	846423.0	887076.0	848439.0	897112.0	706444.0	949425.0	837602.0	880379.0	645941.0	936694.0	798796.0	790549.0	874398.0	1248165.0	805127.0	725717.0	1180885.0	1035644.0	863739.0	830020.0	900633.0	610688.0	1267363.0	779660.0	958990.0	871406.0	1130336.0	902684.0	584424.0	1045040.0	559941.0	841733.0	969081.0	985644.0	773024.0	1107289.0	661277.0	573870.0	1090789.0	733432.0	881168.0	1049292.0	1130769.0	1007450.0	1221231.0	909443.0	968425.0
taa:NMY3_01217_cysC	Assimilatory sulphate reduction	cysC	2704791.0	2302938.0	2681082.0	1684679.0	2625457.0	1608832.0	3806987.0	2155492.0	2136002.0	1481732.0	1631835.0	2042305.0	1917274.0	2600137.0	2414957.0	2634563.0	1974245.0	3049752.0	2878459.0	2173786.0	1795675.0	3037659.0	1928996.0	1542759.0	2151138.0	2081619.0	2225343.0	2030237.0	2147189.0	1724977.0	2233378.0	2008484.0	2055504.0	1506546.0	2224572.0	1927894.0	1911027.0	2154665.0	3035856.0	2031208.0	1750380.0	3005762.0	2453049.0	2112361.0	1986522.0	2203543.0	1487965.0	3209761.0	1848851.0	2341241.0	2099184.0	2741777.0	2100816.0	1438520.0	2558789.0	1346929.0	1941350.0	2349915.0	2376634.0	1896341.0	2661072.0	1624249.0	1363266.0	2790806.0	1768068.0	2196201.0	2497410.0	2678163.0	2472812.0	3121564.0	2172896.0	2448771.0
taj:C1A40_09680_cysD	Assimilatory sulphate reduction	cysD	763297.0	648892.0	756502.0	486895.0	736550.0	461134.0	1087152.0	619236.0	627808.0	425574.0	481715.0	580203.0	566916.0	763979.0	701270.0	735594.0	570793.0	883699.0	832707.0	636723.0	538432.0	861623.0	541308.0	431190.0	622717.0	582280.0	631743.0	600146.0	631275.0	498795.0	665334.0	570487.0	596655.0	439120.0	651233.0	548487.0	557937.0	625210.0	862826.0	577905.0	502464.0	841855.0	743456.0	604372.0	590259.0	616374.0	429778.0	888513.0	540915.0	670858.0	615358.0	796867.0	605799.0	398202.0	753395.0	383724.0	581527.0	668850.0	682649.0	537778.0	784992.0	463075.0	398567.0	771397.0	511520.0	615278.0	723094.0	754229.0	732390.0	889198.0	630129.0	680370.0
taj:C1A40_09710_cysE	Linkages between inorganic and organic sulphur transformation	cysE	1062597.0	900027.0	1033338.0	650200.0	1019638.0	620697.0	1438489.0	859145.0	855743.0	579064.0	638094.0	778436.0	728458.0	1024473.0	980153.0	1060902.0	790847.0	1191837.0	1139974.0	848770.0	706976.0	1189771.0	767431.0	616811.0	855214.0	811009.0	843387.0	776362.0	836085.0	674920.0	890163.0	786990.0	843455.0	605223.0	877130.0	743853.0	739259.0	828652.0	1245760.0	815903.0	682965.0	1179242.0	958779.0	830215.0	781334.0	850219.0	606195.0	1313216.0	728358.0	932252.0	806034.0	1075999.0	819663.0	548447.0	972487.0	519216.0	781643.0	936312.0	897000.0	736965.0	1017967.0	610721.0	555825.0	1127487.0	678357.0	867065.0	984951.0	1049955.0	957197.0	1211940.0	879302.0	962409.0
taa:NMY3_00778_cysH	Assimilatory sulphate reduction	cysH	359826.0	308986.0	343115.0	212361.0	335057.0	215786.0	498028.0	303056.0	305339.0	204174.0	217992.0	259981.0	244000.0	330141.0	341712.0	350548.0	270867.0	411117.0	403037.0	297996.0	228481.0	385398.0	246013.0	200734.0	289830.0	260740.0	272857.0	252648.0	269519.0	228511.0	278349.0	274203.0	291947.0	206205.0	276748.0	248532.0	233619.0	261061.0	416873.0	284963.0	243283.0	381509.0	332316.0	272669.0	240196.0	272565.0	200514.0	410165.0	248422.0	339306.0	262819.0	340648.0	277090.0	185771.0	332588.0	173203.0	271144.0	314434.0	285509.0	243719.0	330965.0	202848.0	191138.0	387179.0	240145.0	288877.0	332355.0	345126.0	322967.0	400990.0	287228.0	297136.0
thes:FHQ07_11910_cysI	Assimilatory sulphate reduction	cysI	395794.0	335838.0	372906.0	241359.0	387138.0	242638.0	579198.0	326839.0	341428.0	238334.0	240605.0	285407.0	274313.0	384175.0	392932.0	408146.0	312736.0	453340.0	406667.0	328502.0	275816.0	434687.0	304554.0	226991.0	328260.0	303709.0	313890.0	287632.0	335514.0	256700.0	352736.0	300051.0	337602.0	237248.0	330257.0	273619.0	275312.0	316977.0	467501.0	309447.0	279572.0	473068.0	368296.0	314036.0	293937.0	317154.0	232161.0	492247.0	268694.0	345292.0	298615.0	396531.0	323419.0	211073.0	382814.0	201006.0	311911.0	348258.0	345204.0	269725.0	386118.0	233976.0	217404.0	422186.0	278132.0	330665.0	372844.0	395341.0	348411.0	445705.0	337635.0	355436.0
tci:A7K98_20595_cysJ	Assimilatory sulphate reduction	cysJ	1049928.0	896252.0	997944.0	638833.0	1020743.0	622717.0	1464511.0	875283.0	850847.0	589576.0	650436.0	792228.0	726580.0	1027713.0	964104.0	1042200.0	787387.0	1180649.0	1091484.0	859653.0	695615.0	1150872.0	728416.0	578041.0	835835.0	790469.0	838325.0	781871.0	833635.0	662952.0	874025.0	811064.0	838657.0	617303.0	869050.0	727811.0	715711.0	793099.0	1239523.0	796237.0	692159.0	1130990.0	940381.0	805503.0	743653.0	805312.0	586515.0	1225598.0	717144.0	932335.0	778914.0	1056639.0	833393.0	546076.0	992304.0	523751.0	794880.0	935321.0	903925.0	708890.0	994473.0	605305.0	561960.0	1101136.0	713096.0	845787.0	958235.0	1069986.0	949429.0	1157361.0	868693.0	914944.0
taci:TDSAC_1395_cysK	Linkages between inorganic and organic sulphur transformation	cysK	2388459.0	2102539.0	2327832.0	1583024.0	2403137.0	1656536.0	3360421.0	2025740.0	2137067.0	1605193.0	1490755.0	1838494.0	1791874.0	2212778.0	2575121.0	2588181.0	1938123.0	2939733.0	2612008.0	2213116.0	1673796.0	2693135.0	1892094.0	1384950.0	2002498.0	1834257.0	1928193.0	1856412.0	1970955.0	1520027.0	2118595.0	1870232.0	1996038.0	1410433.0	2049955.0	1714373.0	1648878.0	1967821.0	2870304.0	1912344.0	1586496.0	2745576.0	2182987.0	1873373.0	1762124.0	1903069.0	1317508.0	2813742.0	1614854.0	2072646.0	1818187.0	2376493.0	1871377.0	1254168.0	2256430.0	1155743.0	1728155.0	2074302.0	2070778.0	1674518.0	2256793.0	1442974.0	1233421.0	2496556.0	1545637.0	1895628.0	2148122.0	2301689.0	2175659.0	2680785.0	1944291.0	2227977.0
taa:NMY3_02363_cysM	Linkages between inorganic and organic sulphur transformation	cysM	939371.0	794188.0	934103.0	584014.0	915696.0	556152.0	1319982.0	758429.0	754333.0	518529.0	570627.0	701097.0	665258.0	878017.0	856485.0	912018.0	694651.0	1051824.0	1006018.0	750660.0	625486.0	1042250.0	666818.0	529636.0	760494.0	720759.0	770408.0	699194.0	735282.0	598778.0	769901.0	693218.0	733700.0	515722.0	795984.0	657257.0	660243.0	732245.0	1074650.0	703704.0	617448.0	1020438.0	855719.0	728956.0	684490.0	751769.0	513418.0	1097210.0	648471.0	819782.0	709347.0	946032.0	741363.0	501581.0	880449.0	464232.0	688192.0	808604.0	830907.0	650761.0	909088.0	565708.0	487836.0	948420.0	619660.0	756330.0	873109.0	919566.0	862019.0	1063841.0	759811.0	837494.0
taj:C1A40_09685_cysN	Assimilatory sulphate reduction	cysN	562238.0	471581.0	538570.0	342827.0	540154.0	336978.0	797944.0	477131.0	491757.0	331699.0	339124.0	417529.0	393939.0	539673.0	556933.0	582490.0	435446.0	647604.0	590813.0	473948.0	369335.0	620070.0	397895.0	314795.0	449041.0	420486.0	449052.0	405439.0	447622.0	359496.0	463566.0	434983.0	469894.0	331903.0	447804.0	390426.0	377387.0	431618.0	682872.0	439944.0	372066.0	613589.0	513603.0	455504.0	398066.0	441554.0	323252.0	634549.0	382771.0	511094.0	425989.0	582708.0	442040.0	290023.0	519006.0	279801.0	433972.0	518752.0	472653.0	404967.0	548334.0	328925.0	306102.0	605529.0	373980.0	457533.0	533784.0	558750.0	516154.0	629351.0	470602.0	498541.0
thac:CSC3H3_12330_cysN_cysC	Assimilatory sulphate reduction	cysN_cysC	738936.0	649140.0	723384.0	470187.0	752656.0	480096.0	1104531.0	628702.0	637261.0	448306.0	467471.0	551285.0	537224.0	718695.0	719006.0	753866.0	569439.0	885212.0	832198.0	639808.0	519853.0	828826.0	548020.0	421610.0	620521.0	588088.0	619571.0	566122.0	624983.0	505317.0	669646.0	587709.0	610326.0	442514.0	645038.0	529363.0	521508.0	587187.0	914402.0	603195.0	501724.0	857760.0	715423.0	599847.0	579424.0	609207.0	431077.0	872714.0	522205.0	680394.0	579849.0	762069.0	614294.0	404723.0	731549.0	392525.0	589758.0	658355.0	665010.0	518532.0	741544.0	442955.0	393923.0	805923.0	532402.0	627655.0	696321.0	777271.0	696340.0	864276.0	635701.0	673194.0
1198449.ACAM_0997_cysO	Linkages between inorganic and organic sulphur transformation	cysO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
tci:A7K98_14435_cysP	Others	cysP	288578.0	239966.0	282776.0	172961.0	280034.0	175907.0	411829.0	224180.0	232781.0	164433.0	168934.0	217163.0	202920.0	262799.0	258032.0	257061.0	199818.0	305209.0	316196.0	239515.0	208922.0	327819.0	191919.0	162909.0	241608.0	222100.0	248342.0	209307.0	224356.0	179664.0	239512.0	217515.0	219171.0	155169.0	232082.0	203240.0	212674.0	255996.0	322254.0	213939.0	175543.0	317015.0	270524.0	211177.0	234171.0	218929.0	151243.0	361554.0	197404.0	277966.0	223668.0	277660.0	231404.0	142301.0	276054.0	128361.0	219485.0	224449.0	259396.0	200025.0	288196.0	167762.0	148945.0	291625.0	194065.0	220622.0	273282.0	283559.0	292054.0	337138.0	240030.0	238041.0
tee:Tel_03235_cysQ	Assimilatory sulphate reduction	cysQ	555960.0	504214.0	571171.0	337435.0	529936.0	320907.0	810730.0	505683.0	474049.0	295462.0	339943.0	416375.0	359404.0	533354.0	485838.0	530262.0	421301.0	661794.0	653107.0	466461.0	356892.0	625772.0	367652.0	295508.0	432782.0	401135.0	434356.0	450439.0	424645.0	368967.0	447842.0	464713.0	458327.0	313116.0	440945.0	410126.0	373293.0	435733.0	624769.0	412373.0	362606.0	633604.0	500992.0	427202.0	405993.0	440664.0	303381.0	606861.0	374005.0	587040.0	408391.0	557094.0	446106.0	292090.0	520776.0	265045.0	405803.0	477437.0	490699.0	375572.0	536088.0	349173.0	298791.0	589461.0	376686.0	473839.0	540116.0	573292.0	521398.0	665453.0	401007.0	462956.0
tci:A7K98_14430_cysU	Others	cysU	1111311.0	915655.0	1044147.0	677762.0	1022413.0	635500.0	1508084.0	899690.0	914093.0	600624.0	659057.0	804168.0	756991.0	1032598.0	1018759.0	1035981.0	832842.0	1192233.0	1173472.0	908869.0	726923.0	1179589.0	752774.0	608924.0	875680.0	804493.0	868933.0	817912.0	846000.0	663314.0	913487.0	795840.0	886279.0	624312.0	874166.0	757813.0	748395.0	862744.0	1280129.0	809915.0	694252.0	1134091.0	1006796.0	846977.0	779789.0	836271.0	615256.0	1276797.0	762832.0	981137.0	854797.0	1123711.0	857457.0	547257.0	1028419.0	524494.0	830926.0	945057.0	933324.0	758067.0	1057994.0	633120.0	587394.0	1123302.0	696993.0	875734.0	1020812.0	1095919.0	999636.0	1244794.0	906724.0	949178.0
