accession	level_1	level_2	S-121	S-122	S-123	S-124	S-125	S-126	S-127	S-128	S-129	S-130	S-131	S-132	S-133	S-134	S-135	S-136	S-137	S-138	S-139	S-140	S-141	S-142	S-143	S-144	S-145	S-146	S-147	S-148	S-149	S-150	S-151	S-152	S-153	S-154	S-155	S-156	S-157	S-158	S-159	S-160	S-161	S-162	S-163	S-164	S-165	S-166	S-167	S-168	S-169	S-170	S-171	S-172	S-173	S-174	S-175	S-176	S-177	S-178	S-179	S-180	S-181	S-182	S-183	S-184	S-185	S-186	S-187	S-188	S-189	S-190	S-191	S-192
P39633_gdh_K00260	Organic Degradation and Synthesis	gdh_K00260	5480.0	6742.0	4419.0	4594.0	5687.0	4512.0	9207.0	5911.0	5280.0	5210.0	3704.0	6362.0	4031.0	5086.0	7601.0	6855.0	6299.0	5814.0	6030.0	6110.0	5836.0	5821.0	4289.0	4881.0	5527.0	5574.0	5367.0	4334.0	6540.0	5399.0	5846.0	5711.0	5155.0	4683.0	6148.0	5152.0	5752.0	5889.0	7105.0	6658.0	6223.0	6690.0	6263.0	6725.0	5246.0	5182.0	4599.0	6180.0	3522.0	4375.0	5236.0	6232.0	4935.0	5849.0	5176.0	4439.0	4538.0	6752.0	4248.0	6208.0	5842.0	4365.0	3662.0	8512.0	4719.0	5356.0	4817.0	5188.0	4641.0	6557.0	4268.0	5388.0
Q43314_gdh_K00261	Organic Degradation and Synthesis	gdh_K00261	248854.0	218586.0	215664.0	174442.0	204580.0	166250.0	257199.0	192245.0	180888.0	162633.0	177013.0	207225.0	171239.0	193004.0	164685.0	193038.0	177809.0	178269.0	211633.0	196303.0	186181.0	234233.0	161362.0	167385.0	206755.0	224702.0	213990.0	162885.0	212805.0	179590.0	180768.0	183319.0	172167.0	157772.0	180726.0	161829.0	193850.0	213352.0	199872.0	190296.0	128377.0	249879.0	205223.0	198659.0	199454.0	173248.0	165473.0	272534.0	170276.0	178379.0	164384.0	223825.0	163670.0	160254.0	197272.0	131514.0	153132.0	201593.0	184226.0	200942.0	202052.0	170216.0	114562.0	199077.0	159653.0	196417.0	181828.0	200064.0	206435.0	239349.0	182742.0	192556.0
P94316_gdh_K00262	Organic Degradation and Synthesis	gdh_K00262	140328.0	126868.0	121418.0	95162.0	127348.0	99121.0	160751.0	120180.0	101557.0	88493.0	96350.0	110601.0	91082.0	112351.0	95456.0	121520.0	113257.0	118758.0	117174.0	112090.0	121023.0	155383.0	101255.0	101434.0	108710.0	124289.0	119436.0	83289.0	131962.0	114856.0	106298.0	106820.0	94206.0	88272.0	102949.0	81545.0	114455.0	134127.0	123552.0	123771.0	79340.0	170670.0	112485.0	115387.0	127105.0	113436.0	109019.0	180146.0	91408.0	98261.0	87577.0	125724.0	94616.0	97743.0	119953.0	74901.0	94784.0	121961.0	102170.0	98568.0	111792.0	93774.0	64120.0	135294.0	101935.0	138981.0	101890.0	117906.0	124098.0	157243.0	117298.0	130095.0
E1V4J5_gdh_K15371	Organic Degradation and Synthesis	gdh_K15371	410272.0	347967.0	354607.0	298813.0	336841.0	264301.0	407292.0	354201.0	300398.0	224356.0	300463.0	356060.0	275928.0	338939.0	271279.0	305302.0	336286.0	304642.0	335374.0	329150.0	293969.0	378783.0	240089.0	248802.0	297990.0	327184.0	354275.0	264807.0	330368.0	287871.0	283186.0	315070.0	285205.0	263928.0	295971.0	243918.0	327983.0	308351.0	351977.0	284658.0	213214.0	370177.0	321510.0	335957.0	315860.0	269937.0	264769.0	360771.0	296216.0	301099.0	272119.0	361479.0	270124.0	259163.0	315986.0	218670.0	278644.0	350654.0	298504.0	321242.0	342640.0	270626.0	224613.0	338090.0	269910.0	329556.0	322103.0	348474.0	325920.0	376711.0	291832.0	301693.0
O29313_glnA	Organic Degradation and Synthesis	glnA	1421638.0	1225289.0	1177791.0	1005358.0	1154730.0	913269.0	1429966.0	1208941.0	1026537.0	826987.0	1015439.0	1171726.0	939440.0	1115171.0	936552.0	1093987.0	1081259.0	1024791.0	1164000.0	1139408.0	1034544.0	1294575.0	880700.0	907776.0	1061987.0	1183994.0	1212542.0	910213.0	1159949.0	994670.0	998635.0	1078643.0	980271.0	922855.0	1007027.0	844174.0	1136096.0	1144006.0	1179864.0	1018590.0	738899.0	1318753.0	1116674.0	1124037.0	1096637.0	926783.0	941576.0	1360758.0	1011593.0	1056390.0	914986.0	1251830.0	924935.0	917028.0	1095512.0	740394.0	945395.0	1176028.0	1008410.0	1070283.0	1165820.0	941838.0	755027.0	1181684.0	937871.0	1141882.0	1086464.0	1181123.0	1140937.0	1290642.0	1042147.0	1072951.0
Q19013_glsA	Organic Degradation and Synthesis	glsA	437171.0	386885.0	362772.0	299457.0	354341.0	270750.0	463575.0	364029.0	290310.0	231385.0	315206.0	363321.0	289202.0	364083.0	261072.0	311887.0	328204.0	310632.0	376908.0	350444.0	327313.0	418131.0	268091.0	268134.0	318533.0	362081.0	375814.0	270629.0	359833.0	303653.0	300820.0	331582.0	293711.0	256489.0	314577.0	258889.0	357076.0	362697.0	353856.0	290028.0	226138.0	410210.0	340979.0	332228.0	353678.0	294508.0	289830.0	432680.0	302781.0	330917.0	285874.0	390614.0	290703.0	266263.0	355261.0	221333.0	272553.0	338409.0	327100.0	329091.0	366745.0	281469.0	221419.0	330101.0	289282.0	338989.0	338402.0	376116.0	377098.0	430664.0	333886.0	318870.0
Q0JKD0_gs_K00264	Organic Degradation and Synthesis	gs_K00264	8280.0	7115.0	5204.0	5837.0	5358.0	3336.0	9235.0	7271.0	5884.0	3447.0	5034.0	7867.0	4583.0	4942.0	4056.0	5359.0	5636.0	4295.0	5032.0	5460.0	4881.0	6687.0	5040.0	4125.0	4473.0	6983.0	6471.0	4830.0	5178.0	5235.0	5010.0	5190.0	4349.0	8742.0	8000.0	3491.0	6283.0	6521.0	7561.0	5963.0	4115.0	6593.0	5429.0	5285.0	6064.0	5564.0	5308.0	6136.0	5838.0	7195.0	4662.0	10103.0	5152.0	3631.0	7467.0	3512.0	6174.0	6890.0	6533.0	5034.0	7157.0	4407.0	3484.0	6905.0	4942.0	7731.0	7471.0	6112.0	5844.0	7444.0	5272.0	7525.0
P39812_gs_K00265	Organic Degradation and Synthesis	gs_K00265	517571.0	446460.0	428839.0	384710.0	459630.0	367461.0	542080.0	524444.0	448793.0	348540.0	418847.0	424633.0	346557.0	454303.0	404723.0	438269.0	484213.0	423514.0	458740.0	445157.0	385319.0	450665.0	344934.0	321570.0	410938.0	423636.0	414736.0	336280.0	468599.0	395679.0	410341.0	453447.0	439401.0	394140.0	390237.0	294786.0	415734.0	377398.0	506393.0	424219.0	326579.0	501829.0	448498.0	452283.0	418955.0	326121.0	387222.0	467230.0	401275.0	407141.0	336518.0	459333.0	387301.0	356165.0	448148.0	304201.0	430832.0	499343.0	377854.0	385661.0	419877.0	333238.0	335432.0	479280.0	390647.0	454551.0	444884.0	488635.0	416377.0	442637.0	435862.0	388734.0
O34399_gs_K00266	Organic Degradation and Synthesis	gs_K00266	853334.0	733519.0	725144.0	608516.0	707360.0	561487.0	885165.0	729507.0	635873.0	541456.0	643095.0	712426.0	577100.0	687447.0	569190.0	685332.0	665135.0	629676.0	709506.0	699307.0	656696.0	776441.0	526788.0	542619.0	661249.0	709254.0	733170.0	553971.0	739278.0	630970.0	638756.0	686750.0	611102.0	561590.0	651690.0	520655.0	706567.0	696293.0	739727.0	629875.0	471968.0	819663.0	704943.0	668525.0	713822.0	561846.0	577243.0	820503.0	620562.0	632128.0	563320.0	766428.0	598336.0	557344.0	700168.0	452239.0	612188.0	712820.0	644195.0	641193.0	725740.0	574906.0	466023.0	719666.0	596125.0	693483.0	680129.0	718590.0	717145.0	803067.0	638046.0	630688.0
Q9ZNZ7_gs_K00284	Organic Degradation and Synthesis	gs_K00284	138374.0	109735.0	126086.0	106697.0	98439.0	81296.0	130681.0	96116.0	86456.0	86860.0	108904.0	125752.0	101596.0	115299.0	68583.0	82707.0	81205.0	74786.0	103404.0	108280.0	111880.0	135211.0	79158.0	91842.0	115102.0	111364.0	134669.0	94696.0	107683.0	87025.0	95989.0	91780.0	83006.0	84951.0	108670.0	93653.0	128527.0	129713.0	89053.0	74249.0	64948.0	105600.0	110987.0	99614.0	122135.0	99915.0	81224.0	148628.0	100807.0	89953.0	98814.0	129885.0	85397.0	78365.0	103811.0	63536.0	82349.0	96631.0	111579.0	111272.0	124325.0	101306.0	57935.0	83255.0	85593.0	87310.0	100969.0	108702.0	116273.0	131042.0	99818.0	97266.0
Q50925_hao	Nitrification	hao	6803.0	7982.0	4662.0	4647.0	5721.0	5778.0	9599.0	6830.0	7042.0	7363.0	5032.0	4824.0	3710.0	3843.0	7006.0	9837.0	7559.0	6718.0	6011.0	7567.0	6116.0	5471.0	4705.0	4533.0	6811.0	6984.0	4889.0	3783.0	6696.0	5497.0	6215.0	5174.0	6474.0	5764.0	4410.0	3542.0	4906.0	6303.0	10185.0	8383.0	4633.0	9389.0	5969.0	6710.0	5495.0	3895.0	6152.0	7652.0	5648.0	4548.0	3485.0	5702.0	4100.0	4638.0	5605.0	3394.0	5650.0	8312.0	3974.0	3644.0	4001.0	4222.0	5150.0	8203.0	6516.0	6086.0	5409.0	6227.0	4945.0	6080.0	6021.0	5198.0
Q97FI7_hcp	Other	hcp	3742.0	4702.0	3414.0	3786.0	6862.0	3124.0	10673.0	5321.0	4309.0	4035.0	5286.0	3902.0	2322.0	4864.0	4359.0	2552.0	7276.0	5822.0	4237.0	5930.0	4364.0	5841.0	2421.0	3032.0	2826.0	3795.0	4933.0	3058.0	8152.0	5187.0	5661.0	5805.0	3725.0	2410.0	1488.0	3040.0	2726.0	4325.0	5533.0	4941.0	4114.0	8806.0	3916.0	4705.0	3929.0	3299.0	3125.0	4689.0	2998.0	3898.0	3242.0	3695.0	5518.0	4983.0	4801.0	4346.0	4307.0	5630.0	3990.0	4431.0	2506.0	4017.0	2038.0	3586.0	4350.0	3008.0	2951.0	4433.0	3206.0	4220.0	4851.0	2727.0
Q1PYC5_hdh	Anammox	hdh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
A0A076E682_hzo	Anammox	hzo	246.0	NA	84.0	NA	70.0	NA	236.0	52.0	23.0	130.0	NA	NA	50.0	NA	234.0	49.0	243.0	47.0	NA	NA	86.0	104.0	180.0	NA	NA	NA	NA	NA	NA	122.0	103.0	NA	80.0	41.0	96.0	NA	85.0	56.0	39.0	NA	75.0	NA	24.0	148.0	79.0	NA	NA	116.0	96.0	23.0	NA	NA	67.0	188.0	24.0	81.0	NA	165.0	NA	115.0	NA	NA	NA	105.0	NA	189.0	NA	NA	NA	NA	NA	NA
G9ITI9_hzsA	Anammox	hzsA	219.0	120.0	307.0	53.0	195.0	117.0	207.0	244.0	116.0	297.0	37.0	NA	133.0	348.0	122.0	352.0	61.0	83.0	91.0	424.0	292.0	164.0	161.0	127.0	913.0	286.0	179.0	217.0	313.0	526.0	89.0	178.0	107.0	112.0	175.0	214.0	83.0	307.0	327.0	277.0	132.0	256.0	353.0	137.0	361.0	199.0	NA	342.0	NA	237.0	302.0	98.0	498.0	157.0	49.0	208.0	624.0	367.0	130.0	595.0	442.0	471.0	124.0	183.0	169.0	754.0	220.0	176.0	276.0	470.0	197.0	423.0
A0A0M2V157_hzsB	Anammox	hzsB	800.0	831.0	510.0	302.0	422.0	261.0	663.0	87.0	156.0	203.0	129.0	166.0	432.0	670.0	386.0	363.0	470.0	343.0	723.0	394.0	650.0	625.0	466.0	87.0	539.0	351.0	467.0	566.0	249.0	453.0	312.0	201.0	300.0	204.0	414.0	151.0	806.0	960.0	427.0	681.0	266.0	745.0	449.0	445.0	1406.0	808.0	682.0	432.0	534.0	491.0	647.0	713.0	441.0	185.0	648.0	372.0	492.0	450.0	324.0	292.0	681.0	840.0	687.0	365.0	461.0	388.0	455.0	279.0	758.0	565.0	533.0	212.0
A0A0M2UZ26_hzsC	Anammox	hzsC	NA	32.0	NA	NA	NA	NA	NA	138.0	43.0	70.0	49.0	NA	NA	NA	NA	NA	NA	NA	NA	75.0	NA	NA	NA	NA	NA	NA	36.0	NA	NA	NA	NA	NA	NA	NA	NA	113.0	NA	NA	NA	147.0	NA	48.0	NA	NA	28.0	NA	NA	NA	NA	NA	NA	NA	NA	30.0	67.0	44.0	NA	NA	NA	NA	NA	NA	74.0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6HLI1_nao	Organic Degradation and Synthesis	nao	6006.0	5030.0	3311.0	3735.0	5709.0	3812.0	4249.0	6007.0	4153.0	2315.0	2453.0	5218.0	2336.0	3153.0	3584.0	4923.0	5682.0	3957.0	4445.0	3460.0	3417.0	4303.0	3552.0	3371.0	2757.0	3779.0	2883.0	2877.0	3922.0	3175.0	2346.0	4343.0	4278.0	3929.0	2798.0	2450.0	3414.0	2188.0	5004.0	5097.0	2925.0	6495.0	4148.0	4759.0	3828.0	4080.0	4369.0	5345.0	3152.0	4794.0	3314.0	3228.0	2866.0	3508.0	3289.0	2744.0	4620.0	6451.0	3121.0	3080.0	3530.0	3215.0	3993.0	6143.0	3273.0	5432.0	3671.0	4542.0	3172.0	4993.0	4395.0	4772.0
Q6LTV9_napA	Denitrification	napA	95464.0	80152.0	80236.0	69167.0	71841.0	56721.0	92720.0	70397.0	58710.0	49333.0	73156.0	85123.0	63850.0	74589.0	52325.0	58616.0	61946.0	58841.0	76154.0	71390.0	68221.0	84748.0	46651.0	55883.0	76226.0	75792.0	81612.0	59728.0	75273.0	63841.0	64229.0	69685.0	63056.0	52909.0	71568.0	59331.0	77716.0	75210.0	66363.0	58882.0	47172.0	79029.0	76561.0	71216.0	76634.0	59934.0	55359.0	93579.0	70462.0	69859.0	67271.0	83472.0	59611.0	54730.0	70915.0	48632.0	60902.0	63238.0	72103.0	79331.0	82966.0	61615.0	42145.0	64046.0	59572.0	64331.0	74473.0	76212.0	83834.0	83405.0	61295.0	64390.0
Q8VU46_napB	Denitrification	napB	7655.0	5691.0	7032.0	5681.0	5940.0	4071.0	8401.0	8108.0	5581.0	3763.0	6206.0	6582.0	4085.0	6804.0	4936.0	5677.0	5625.0	4993.0	7557.0	5731.0	4664.0	6095.0	3952.0	3982.0	5606.0	4500.0	6080.0	4993.0	5891.0	5387.0	5928.0	6989.0	6265.0	4816.0	5257.0	3712.0	5522.0	5183.0	6406.0	4311.0	3875.0	7402.0	6799.0	5957.0	5678.0	4344.0	5219.0	5068.0	5330.0	7006.0	4954.0	6101.0	5871.0	4271.0	6716.0	4126.0	6695.0	5064.0	6070.0	6399.0	6073.0	4060.0	5598.0	5099.0	6861.0	5790.0	7213.0	7902.0	6491.0	7036.0	4738.0	4548.0
P0ABL5_napC	Denitrification	napC	23822.0	18237.0	18893.0	16941.0	17773.0	12976.0	21852.0	18282.0	13190.0	11286.0	18471.0	18772.0	15387.0	19740.0	12312.0	14981.0	16681.0	14872.0	19348.0	18908.0	16988.0	21183.0	10653.0	13615.0	18867.0	16621.0	23062.0	14222.0	17890.0	16620.0	18566.0	18933.0	16035.0	13854.0	15709.0	12977.0	19031.0	19577.0	15186.0	13007.0	10960.0	18086.0	20501.0	17620.0	19265.0	14203.0	13145.0	21380.0	17544.0	17719.0	16621.0	19688.0	16745.0	13018.0	19114.0	11370.0	15108.0	17389.0	19100.0	16430.0	20449.0	15557.0	12584.0	14332.0	18880.0	15717.0	20770.0	21245.0	20140.0	20585.0	14923.0	14050.0
P39458_narB	Assimilatory Nitrate Reduction	narB	177738.0	149582.0	142371.0	120597.0	147277.0	114911.0	174218.0	164089.0	124611.0	97128.0	137492.0	155264.0	119894.0	158743.0	120363.0	140016.0	153376.0	130995.0	141556.0	143051.0	122573.0	164486.0	101409.0	100908.0	125048.0	137873.0	152297.0	109213.0	150782.0	126669.0	129726.0	143676.0	142751.0	122807.0	133711.0	103437.0	140400.0	139186.0	160537.0	128168.0	101675.0	166781.0	143026.0	151774.0	136324.0	117916.0	127314.0	155895.0	131160.0	130662.0	114750.0	160372.0	130863.0	111038.0	144341.0	95182.0	127000.0	161154.0	136731.0	129418.0	149022.0	109847.0	103333.0	151928.0	126288.0	150775.0	149607.0	161861.0	144576.0	156878.0	141419.0	127011.0
I3R9N1_narC	Assimilatory Nitrate Reduction	narC	37357.0	36058.0	27541.0	23562.0	32609.0	28919.0	43029.0	36574.0	30744.0	25607.0	25712.0	31480.0	25238.0	27311.0	31436.0	37230.0	29521.0	32304.0	30627.0	31016.0	30633.0	33903.0	28977.0	30097.0	31360.0	33244.0	26622.0	23792.0	34070.0	31064.0	29771.0	32152.0	30467.0	29998.0	27789.0	23226.0	27436.0	32411.0	44538.0	38590.0	23773.0	47850.0	30401.0	31732.0	28104.0	23824.0	30005.0	40702.0	26244.0	31520.0	21428.0	34921.0	26864.0	30693.0	30744.0	21407.0	26174.0	45401.0	26782.0	26564.0	29295.0	21886.0	25020.0	43759.0	29585.0	46727.0	29074.0	34548.0	26233.0	32179.0	31040.0	32487.0
P9WJQ2_narG	Denitrification	narG	89746.0	80240.0	77174.0	67927.0	74840.0	62826.0	90896.0	86758.0	75381.0	59682.0	69523.0	81943.0	65001.0	78655.0	66191.0	74526.0	81854.0	72159.0	83822.0	80067.0	64367.0	82957.0	56672.0	59432.0	67718.0	73308.0	77572.0	60464.0	73034.0	65029.0	62772.0	73953.0	69697.0	64343.0	64525.0	56614.0	72507.0	80088.0	83629.0	75063.0	52260.0	88029.0	69744.0	83573.0	67476.0	64131.0	63528.0	84632.0	66807.0	69474.0	59587.0	88072.0	59953.0	65521.0	71881.0	56260.0	66503.0	88253.0	65412.0	71493.0	81139.0	61296.0	57578.0	82943.0	61256.0	82383.0	76546.0	86070.0	65991.0	78907.0	62091.0	72776.0
P11349_narH	Denitrification	narH	40568.0	37570.0	35846.0	31744.0	39511.0	32243.0	48308.0	39182.0	37944.0	34341.0	31277.0	34899.0	26128.0	34181.0	34518.0	39894.0	37688.0	36144.0	40306.0	42074.0	32679.0	38894.0	26498.0	26583.0	34970.0	38357.0	37739.0	29780.0	42386.0	35707.0	34955.0	39273.0	33514.0	29130.0	30098.0	26007.0	33839.0	37839.0	45649.0	34923.0	24827.0	49892.0	36719.0	40223.0	33735.0	28812.0	26656.0	41563.0	35278.0	32714.0	28170.0	40365.0	35350.0	29063.0	38455.0	26083.0	31836.0	35574.0	33331.0	31290.0	35934.0	30874.0	24692.0	44363.0	34342.0	41631.0	37012.0	42419.0	33825.0	39003.0	34014.0	31386.0
P11350_narI	Denitrification	narI	39711.0	30210.0	31238.0	26734.0	30901.0	23316.0	33569.0	34489.0	24394.0	17357.0	26387.0	30699.0	22861.0	30064.0	23771.0	31294.0	30605.0	29909.0	31645.0	31035.0	23093.0	33667.0	22553.0	21315.0	24113.0	28906.0	29418.0	20392.0	29445.0	26088.0	24026.0	31035.0	26709.0	24263.0	24087.0	19733.0	26040.0	27627.0	33855.0	28591.0	22515.0	34963.0	28028.0	31754.0	24776.0	25234.0	25569.0	29893.0	27716.0	24734.0	22666.0	35050.0	25407.0	26388.0	27328.0	21608.0	24258.0	32540.0	25478.0	25989.0	29691.0	22339.0	23097.0	36472.0	25156.0	34004.0	27711.0	33425.0	26168.0	34035.0	25358.0	25286.0
